tau,delay,p,q,prob_large,mean_R_inf,std_R_inf
2,0.5,0.8888888888888888,0.16666666666666666,1.0,0.8105239999999999,0.0406548976979073
2,0.5,0.8888888888888888,0.2222222222222222,1.0,0.746176,0.06376362775830434
2,0.5,0.8888888888888888,0.2777777777777778,0.996,0.60572,0.08941663681753546
2,0.5,0.8888888888888888,0.3333333333333333,0.884,0.46445600000000004,0.09242702572482439
2,0.5,0.8888888888888888,0.38888888888888884,0.512,0.35955200000000004,0.07334935451133105
2,0.5,0.8888888888888888,0.4444444444444444,0.136,0.293164,0.05388841199915957
2,0.5,0.8888888888888888,0.5,0.012,0.25268,0.039937923719242305
2,0.5,1.0,0.0,1.0,0.8944000000000001,0.022963739532866467
2,0.5,1.0,0.05555555555555555,1.0,0.8775519999999999,0.027065577361505663
2,0.5,1.0,0.1111111111111111,1.0,0.85422,0.03153864843935971
2,0.5,1.0,0.16666666666666666,1.0,0.825848,0.04018012775821733
2,0.5,1.0,0.2222222222222222,1.0,0.74752,0.06297218101931452
2,0.5,1.0,0.2777777777777778,0.988,0.609232,0.09091283048606476
2,0.5,1.0,0.3333333333333333,0.868,0.46162400000000003,0.09341840620816594
2,0.5,1.0,0.38888888888888884,0.5,0.35398,0.07471404388342028
2,0.5,1.0,0.4444444444444444,0.148,0.29246,0.05358939908955052
2,0.5,1.0,0.5,0.012,0.255632,0.04078024878250565
2,1.0,0.0,0.0,1.0,0.8944000000000001,0.022963739532866467
2,1.0,0.0,0.05555555555555555,1.0,0.846624,0.030889013396260778
2,1.0,0.0,0.1111111111111111,1.0,0.778552,0.04107441693935082
2,1.0,0.0,0.16666666666666666,1.0,0.7019000000000001,0.046326781484697634
2,1.0,0.0,0.2222222222222222,1.0,0.60918,0.049672457278135476
2,1.0,0.0,0.2777777777777778,1.0,0.525016,0.052183255096341
2,1.0,0.0,0.3333333333333333,0.972,0.45220799999999994,0.05024786690511405
2,1.0,0.0,0.38888888888888884,0.824,0.391792,0.04239682415930681
2,1.0,0.0,0.4444444444444444,0.428,0.345368,0.037733377893171924
2,1.0,0.0,0.5,0.1,0.30964800000000003,0.032831627419854535
2,1.0,0.1111111111111111,0.0,1.0,0.8944000000000001,0.022963739532866467
2,1.0,0.1111111111111111,0.05555555555555555,1.0,0.8530840000000001,0.029808036166113345
2,1.0,0.1111111111111111,0.1111111111111111,1.0,0.78784,0.03822589798956244
2,1.0,0.1111111111111111,0.16666666666666666,1.0,0.713456,0.0442565547070505
2,1.0,0.1111111111111111,0.2222222222222222,1.0,0.6285799999999999,0.05169111612205499
2,1.0,0.1111111111111111,0.2777777777777778,1.0,0.533864,0.05318239343887742
2,1.0,0.1111111111111111,0.3333333333333333,0.988,0.46327999999999997,0.049384419441096374
2,1.0,0.1111111111111111,0.38888888888888884,0.82,0.394596,0.04732711916898536
2,1.0,0.1111111111111111,0.4444444444444444,0.464,0.345392,0.039564678580327896
2,1.0,0.1111111111111111,0.5,0.076,0.301568,0.03478871072020774
2,1.0,0.2222222222222222,0.0,1.0,0.8944000000000001,0.022963739532866467
2,1.0,0.2222222222222222,0.05555555555555555,1.0,0.8539880000000001,0.029279086660322088
2,1.0,0.2222222222222222,0.1111111111111111,1.0,0.7967000000000001,0.036855219832686685
2,1.0,0.2222222222222222,0.16666666666666666,1.0,0.7270160000000001,0.04657161587944411
2,1.0,0.2222222222222222,0.2222222222222222,1.0,0.6488839999999999,0.05197155678695258
2,1.0,0.2222222222222222,0.2777777777777778,1.0,0.55762,0.05500693275035799
2,1.0,0.2222222222222222,0.3333333333333333,0.984,0.47034000000000004,0.0590205906483655
2,1.0,0.2222222222222222,0.38888888888888884,0.816,0.400732,0.054011193395889626
2,1.0,0.2222222222222222,0.4444444444444444,0.4,0.338684,0.049285987646726266
2,1.0,0.2222222222222222,0.5,0.08,0.292184,0.041884117049833774
2,1.0,0.3333333333333333,0.0,1.0,0.8944000000000001,0.022963739532866467
2,1.0,0.3333333333333333,0.05555555555555555,1.0,0.8587359999999999,0.028285731995798747
2,1.0,0.3333333333333333,0.1111111111111111,1.0,0.803836,0.03804490456095543
2,1.0,0.3333333333333333,0.16666666666666666,1.0,0.7438720000000001,0.04260908061674198
2,1.0,0.3333333333333333,0.2222222222222222,1.0,0.6671400000000001,0.05260262870032959
2,1.0,0.3333333333333333,0.2777777777777778,0.996,0.576916,0.06413957032852424
2,1.0,0.3333333333333333,0.3333333333333333,0.976,0.48418800000000006,0.06385620656182035
2,1.0,0.3333333333333333,0.38888888888888884,0.804,0.401188,0.061265442738101396
2,1.0,0.3333333333333333,0.4444444444444444,0.34,0.332816,0.05112208931630491
2,1.0,0.3333333333333333,0.5,0.08,0.289484,0.04165098995048523
2,1.0,0.4444444444444444,0.0,1.0,0.8944000000000001,0.022963739532866467
2,1.0,0.4444444444444444,0.05555555555555555,1.0,0.863524,0.029808785260638515
2,1.0,0.4444444444444444,0.1111111111111111,1.0,0.814388,0.03799299047589178
2,1.0,0.4444444444444444,0.16666666666666666,1.0,0.763848,0.043818089825823504
2,1.0,0.4444444444444444,0.2222222222222222,1.0,0.6848880000000002,0.05760573878149856
2,1.0,0.4444444444444444,0.2777777777777778,1.0,0.601016,0.058446073589868204
2,1.0,0.4444444444444444,0.3333333333333333,0.976,0.498764,0.07294749930339267
2,1.0,0.4444444444444444,0.38888888888888884,0.78,0.403516,0.06532238360008602
2,1.0,0.4444444444444444,0.4444444444444444,0.36,0.33526,0.05310556660858895
2,1.0,0.4444444444444444,0.5,0.072,0.289596,0.04059616952274782
2,1.0,0.5555555555555556,0.0,1.0,0.8944000000000001,0.022963739532866467
2,1.0,0.5555555555555556,0.05555555555555555,1.0,0.868488,0.028667493030024558
2,1.0,0.5555555555555556,0.1111111111111111,1.0,0.825236,0.03895611143933509
2,1.0,0.5555555555555556,0.16666666666666666,1.0,0.7816479999999999,0.03794960852431279
2,1.0,0.5555555555555556,0.2222222222222222,1.0,0.716064,0.052639296024393926
2,1.0,0.5555555555555556,0.2777777777777778,0.996,0.6126,0.07447033856040405
2,1.0,0.5555555555555556,0.3333333333333333,0.964,0.495836,0.07645552230915871
2,1.0,0.5555555555555556,0.38888888888888884,0.764,0.400764,0.06535891258134016
2,1.0,0.5555555555555556,0.4444444444444444,0.36,0.334712,0.04985099339199446
2,1.0,0.5555555555555556,0.5,0.076,0.28900800000000004,0.04251548189546031
2,1.0,0.6666666666666666,0.0,1.0,0.8944000000000001,0.022963739532866467
2,1.0,0.6666666666666666,0.05555555555555555,1.0,0.8707719999999999,0.02883006602190342
2,1.0,0.6666666666666666,0.1111111111111111,1.0,0.8367399999999999,0.03251073965278373
2,1.0,0.6666666666666666,0.16666666666666666,1.0,0.7954439999999999,0.03945449903339166
2,1.0,0.6666666666666666,0.2222222222222222,1.0,0.735312,0.052612307262673894
2,1.0,0.6666666666666666,0.2777777777777778,1.0,0.622148,0.06887021505766013
2,1.0,0.6666666666666666,0.3333333333333333,0.96,0.50408,0.07393116303339126
2,1.0,0.6666666666666666,0.38888888888888884,0.776,0.40285200000000004,0.06477199813941122
2,1.0,0.6666666666666666,0.4444444444444444,0.38,0.335712,0.04944695198129978
2,1.0,0.6666666666666666,0.5,0.072,0.28800400000000004,0.04143631083267049
2,1.0,0.7777777777777777,0.0,1.0,0.8944000000000001,0.022963739532866467
2,1.0,0.7777777777777777,0.05555555555555555,1.0,0.876808,0.02483219053460626
2,1.0,0.7777777777777777,0.1111111111111111,1.0,0.8470919999999998,0.02895994214420989
2,1.0,0.7777777777777777,0.16666666666666666,1.0,0.8138719999999999,0.03933227335036243
2,1.0,0.7777777777777777,0.2222222222222222,1.0,0.741792,0.05438244696731298
2,1.0,0.7777777777777777,0.2777777777777778,0.996,0.62316,0.07550796122817345
2,1.0,0.7777777777777777,0.3333333333333333,0.952,0.498428,0.07725593006963086
