tau,delay,p,q,mean_final_epidemic_fraction,std_final_epidemic_fraction
3,0.0,0.041666666666666664,0.25,0.47400000000000003,0.16622274212634083
3,0.0,0.041666666666666664,0.2708333333333333,0.5700000000000001,0.1688194301613413
3,0.0,0.041666666666666664,0.29166666666666663,0.49800000000000005,0.11584472366059664
3,0.0,0.041666666666666664,0.3125,0.43000000000000005,0.09721111047611793
3,0.0,0.041666666666666664,0.3333333333333333,0.43200000000000005,0.08786353054595519
3,0.0,0.041666666666666664,0.35416666666666663,0.45,0.12227019260637484
3,0.0,0.041666666666666664,0.375,0.418,0.16483324907311628
3,0.0,0.041666666666666664,0.3958333333333333,0.44399999999999995,0.13183322798141597
3,0.0,0.041666666666666664,0.41666666666666663,0.40800000000000003,0.146696966567138
3,0.0,0.041666666666666664,0.4375,0.364,0.1384918770181125
3,0.0,0.041666666666666664,0.4583333333333333,0.32199999999999995,0.09121403400793103
3,0.0,0.041666666666666664,0.47916666666666663,0.32,0.09055385138137415
3,0.0,0.041666666666666664,0.5,0.33,0.11157956802210699
3,0.0,0.08333333333333333,0.0,0.874,0.02073644135332774
3,0.0,0.08333333333333333,0.020833333333333332,0.8720000000000001,0.10281050529979902
3,0.0,0.08333333333333333,0.041666666666666664,0.9219999999999999,0.043243496620879285
3,0.0,0.08333333333333333,0.0625,0.8699999999999999,0.0919238815542512
3,0.0,0.08333333333333333,0.08333333333333333,0.75,0.12708265027138835
3,0.0,0.08333333333333333,0.10416666666666666,0.798,0.09038805230781331
3,0.0,0.08333333333333333,0.125,0.812,0.07791020472312983
3,0.0,0.08333333333333333,0.14583333333333331,0.642,0.1453272169966796
3,0.0,0.08333333333333333,0.16666666666666666,0.73,0.07314369419163898
3,0.0,0.08333333333333333,0.1875,0.74,0.06041522986797283
3,0.0,0.08333333333333333,0.20833333333333331,0.66,0.05787918451395113
3,0.0,0.08333333333333333,0.22916666666666666,0.6260000000000001,0.03435112807463537
3,0.0,0.08333333333333333,0.25,0.5940000000000001,0.1589968553148143
3,0.0,0.08333333333333333,0.2708333333333333,0.534,0.1564608577248635
3,0.0,0.08333333333333333,0.29166666666666663,0.564,0.15372052563011873
3,0.0,0.08333333333333333,0.3125,0.48200000000000004,0.1073312629199899
3,0.0,0.08333333333333333,0.3333333333333333,0.526,0.13277801022759755
3,0.0,0.08333333333333333,0.35416666666666663,0.41,0.11726039399558572
3,0.0,0.08333333333333333,0.375,0.396,0.09787747442593725
3,0.0,0.08333333333333333,0.3958333333333333,0.41600000000000004,0.16087262041752162
3,0.0,0.08333333333333333,0.41666666666666663,0.38,0.11247221879201995
3,0.0,0.08333333333333333,0.4375,0.386,0.12461942063739503
3,0.0,0.08333333333333333,0.4583333333333333,0.36,0.10464224768228177
3,0.0,0.08333333333333333,0.47916666666666663,0.374,0.0944986772394196
3,0.0,0.08333333333333333,0.5,0.372,0.084970583144992
3,0.0,0.125,0.0,0.874,0.02073644135332774
3,0.0,0.125,0.020833333333333332,0.8720000000000001,0.10281050529979902
3,0.0,0.125,0.041666666666666664,0.9219999999999999,0.043243496620879285
3,0.0,0.125,0.0625,0.7959999999999999,0.11013627921806693
3,0.0,0.125,0.08333333333333333,0.6940000000000002,0.11436782764396636
3,0.0,0.125,0.10416666666666666,0.754,0.08414273587185052
3,0.0,0.125,0.125,0.7939999999999999,0.07829431652425355
